World Port Index Number,Region Name,Main Port Name,Alternate Port Name,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Port Security,Vessel Traffic Service,Communications - Telephone,Communications - Radio,Communications - Airport,Communications - Rail,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Medical Facilities,Garbage Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Services - Longshoremen,Services - Electricity,Services - Navigation Equipment,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Dry Dock,Railway,Latitude,Longitude
48900,India West Coast -- 48610,Ratnagiri, ,3,9.4,9.4,0,177,0,9.5,Very Small,Coastal (Natural),Fishing,Poor,Yes,Yes,Unknown,Unknown,Yes,Yes,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Small,16.983333,73.283333
49000,India West Coast -- 48610,Belekeri, ,0,4.9,9.4,0,0,0,0,Very Small,Open Roadstead,Cargo,None,No,Yes,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,Yes,No,No,Limited,Unknown,Small,14.7,74.266667
49350,India East Coast -- 49310,Nagappattinam, ,0,14,14,18,0,0,0,Small,Open Roadstead,Cargo,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,No,Unknown,Limited,Unknown,Small,10.766667,79.85
48674,India West Coast -- 48610,Dahej, ,7,14,18.6,14,300,0,14.5,Very Small,Open Roadstead,Cargo,None,Yes,Unknown,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Small,21.7,72.533333
48960,India West Coast -- 48610,Panaji, ,2,3.4,14,3.4,280,46,17,Very Small,Coastal (Natural),Cargo,Poor,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,15.5,73.816667
49300,Sri Lanka -- 49210,Kankesanturai, ,2,9.4,9.4,6.4,0,0,4.3,Very Small,Open Roadstead,Military,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Small,9.816667,80.05
49454.5,India East Coast -- 49310,Kattupalli Port, ,1,14,0,14,0,0,0,Large, ,Cargo, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13.30694444,80.35222222
49330,India East Coast -- 49310,Pamban, ,0,0,6.7,0,0,0,0,Very Small,Open Roadstead,Cargo, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.283333333,79.21666667
49550,India East Coast -- 49310,Baleshwar, ,0,0,0,0,0,0,0,Very Small,River (Natural),Cargo, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,21.48333333,86.95
49460,India East Coast -- 49310,Machilipatnam,Masulipatam,0,1.5,0,0,0,0,0,Very Small,Open Roadstead,Cargo, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,16.15,81.15
49160,India West Coast -- 48610,Quilon (Kollam), ,1,8.9,15,0,116,0,7,Very Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,8.871944444,76.58388889
49040,India West Coast -- 48610,Azhikal (Azhikkal),Beliapatam; Valarpattam,0,1.8,9,0,30,10,3,Very Small,River (Natural),Cargo,Poor,No,No,Unknown,Unknown,No,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11.94555556,75.30944444
49170,India West Coast -- 48610,Trivandrum, ,1,0,18.3,0,0,0,0,Very Small,Open Roadstead,Unknown,None,No,No,Unknown,Unknown,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Small,8.483333,76.95
49180,India West Coast -- 48610,Kolachel, ,1,0,13,0,0,0,0,Very Small,Open Roadstead,Cargo,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.166667,77.25
49100,India West Coast -- 48610,Calicut (Kozhikode), ,1,0,9,0,0,0,0,Very Small,Open Roadstead,Cargo,None,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,Limited,Unknown,Small,11.25,75.766667
9860,Panama East Coast -- 9820,Puerto Cristobal, ,1,12.5,7.9,12.5,366.4,60,13.5,Medium,Coastal (Breakwater),Unknown,Good,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Small,Medium,9.35,-79.916667
12025,Venezuela -- 11950,La Salina, ,0,12.5,11,0,274,0,11.3,Small,Canal or Lake,Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,10.366667,-71.466667
11800,Curacao -- 11785,Caracasbaai,Caracas Bay,1,14,0,12.5,320,0,0,Small,Open Roadstead,Unknown,Poor,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,No,No,Limited,Small,Unknown,12.066667,-68.866667
11700,Tobago -- 11695,Scarborough, ,1,9.4,11,7.9,157.6,25.3,8,Very Small,Open Roadstead,Cargo,Fair,No,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,11.183333,-60.733333
11710,Trinidad -- 11705,Chaguaramas, ,1,0,23.2,9.4,190,32.3,0,Very Small,Coastal (Natural),Unknown,Good,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Major,Medium,Unknown,10.683333,-61.65
9865,Panama East Coast -- 9820,Puerto Colon, ,0,12.5,0,12.5,369,51.2,15.2,Medium,Coastal (Breakwater),Unknown,Excellent,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,None,Unknown,Small,9.366667,-79.883333
11880,Colombia North Coast -- 11860,Turbo, ,1,12.5,11,11,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,8.083333,-76.733333
9420,Mexico East Coast -- 9350,Minatitlan, ,0,7.9,0,0,145,0,6.4,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Small,Unknown,17.9,-94.583333
9550,Mexico East Coast -- 9350,San Miguel De Cozumel,Cozumel,0,12.5,11,14,0,47,9.3,Very Small,Open Roadstead,Unknown,Fair,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.5,-86.966667
11772,Trinidad -- 11705,Galeota Point Terminal,Galeota Oil Terminal,1,23.2,0,0,0,0,0,Small,Open Roadstead,Unknown,Fair,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,None,Unknown,Unknown,10.133333,-60.983333
9425,Mexico East Coast -- 9350,Dos Bocas Terminal, ,1,4.9,23.2,23.2,190,32.2,5.4,Very Small,Open Roadstead,Unknown,Poor,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Unknown,18.433333,-93.216667
12032,Venezuela -- 11950,Punta De Palmas,Punta Palmas,1,12.5,0,0,0,0,0,Very Small,Canal or Lake,Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,None,Small,Unknown,10.783333,-71.583333
11980,Venezuela -- 11950,San Lorenzo, ,1,11,9.4,0,0,0,0,Very Small,Canal or Lake,Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Unknown,9.783333,-71.066667
9875,Panama East Coast -- 9820,Bahia De Las Minas,La Minas Bay,0,12.5,18.6,6.4,228,32,11.8,Small,River (Natural),Unknown,Fair,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Small,9.4,-79.816667
11718,Trinidad -- 11705,Anse Tembladora, ,1,11,11,7.9,209,32,11,Very Small,Open Roadstead,Unknown,Fair,No,No,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,10.683333,-61.583333
1714,Newfoundland S Coast -- 1680,Arnold's Cove, ,0,0,0,0,0,0,0,Small, ,Unknown, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47.76479904,-53.9810655
27825,Finland -- 27380,Uto, ,0,4,0,0,0,0,9,Small,Coastal (Natural),Ferry,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,59.78333333,21.36666667
11730,Trinidad -- 11705,Pointe A Pierre, ,1,12.5,12.5,6.4,236,32.3,11.8,Small,Open Roadstead,Unknown,Fair,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Small,10.316667,-61.466667
11720,Trinidad -- 11705,Port Of Spain, ,1,11,11,11,333.3,38.4,11.4,Medium,Coastal (Natural),Unknown,Excellent,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,10.65,-61.516667
12070,Venezuela -- 11950,Amuay (Bahia De Amuay),Amuay; Amuay Bay,0,11,6.4,0,304.8,0,13.7,Small,Open Roadstead,Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Emergency Only,Unknown,Unknown,11.75,-70.233333
12260,Venezuela -- 11950,Carupano, ,2,7.9,7.9,21.6,0,0,6.7,Very Small,Coastal (Breakwater),Unknown,Fair,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Unknown,10.7,-63.25
11900,Colombia North Coast -- 11860,Covenas,Covenas Offshore Tanker Terminal,1,23.2,23.2,7.9,0,0,0,Small,Open Roadstead,Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,9.416667,-75.683333
11840,Aruba -- 11825,Paarden Baai - (Oranjestad), ,0,11,23.2,9.4,340,38,9.9,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,12.516667,-70.033333
12230,Venezuela -- 11950,El Guamache, ,1,21.6,14,9.4,292,45,10.5,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Major,Unknown,Unknown,10.9,-64.1
27570,Finland -- 27380,Pietarsaari,Jakobstad,0,7.9,15.5,4.9,200,0,11,Medium,Coastal (Natural),Unknown,Poor,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,No,Yes,No,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Unknown,Small,63.683333,22.666667
12185,Venezuela -- 11950,Puerto La Cruz, ,0,7.9,23.2,6.4,289.6,49.1,16.8,Large,Open Roadstead,Unknown,Good,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Unknown,10.25,-64.633333
12200,Venezuela -- 11950,Guanta, ,0,11,23.2,6.4,200,0,10.6,Small,Open Roadstead,Unknown,Good,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,10.25,-64.583333
27805,Finland -- 27380,Naantali, ,0,12.5,9.4,6.4,252,44,13,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Small,60.466667,22.016667
28230,Finland -- 27380,Kotka, ,0,14,11,6.4,244.9,35.2,10,Large,Coastal (Breakwater),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Medium,Small,60.466667,26.966667
27410,Finland -- 27380,Kemi, ,1,9.4,15.5,6.4,190.7,30.6,9.8,Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Unknown,Small,65.733333,24.566667
12150,Venezuela -- 11950,La Guaira, ,1,7.9,20.1,11,278.9,40.3,10.7,Small,Coastal (Breakwater),Unknown,Good,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Moderate,Unknown,Unknown,10.616667,-66.933333
12090,Venezuela -- 11950,Puerto Cumarebo,Tucupido,1,0,11,9.4,170,26,8.8,Very Small,Open Roadstead,Unknown,Poor,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,None,Unknown,Unknown,11.483333,-69.35
28185,Finland -- 27380,Porkkala,Kantvik,0,7.9,0,4.9,0,0,9.2,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Yes,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Limited,Unknown,Unknown,60.083333,24.383333
12335,Venezuela -- 11950,Puerto Ordaz, ,4,9.4,0,9.4,294.5,38,11.2,Small,River (Natural),Unknown,Fair,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Emergency Only,Unknown,Medium,8.35,-62.716667
28505,Estonia -- 28420,Paldiski Lounasadam, ,0,15.5,8,12.8,250,34,11.5,Large,Coastal (Breakwater),Cargo,Fair,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,Emergency Only,None,Small,59.333343,24.081111
12034,Venezuela -- 11950,Bajo Grande, ,1,12.5,0,0,213,0,11,Very Small,Canal or Lake,Unknown,Fair,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Unknown,10.516667,-71.633333
11780,Bonaire -- 11775,Kralendijk,Bonaise; Bopec Terminal,1,12.5,0,9.4,330,38.4,8.8,Very Small,Open Roadstead,Unknown,Fair,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,12.15,-68.283333
11930,Colombia North Coast -- 11860,Barranquilla, ,2,7.9,11,9.4,200,32.3,12.5,Medium,River (Natural),Unknown,Excellent,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,Small,Small,10.966667,-74.766667
12340,Venezuela -- 11950,Ciudad Bolivar, ,1,4.9,12.5,7.9,0,0,9.1,Small,River (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Unknown,8.133333,-63.55
11960,Venezuela -- 11950,Maracaibo, ,0,9.4,23.2,9.4,199.9,32.3,10.4,Medium,Open Roadstead,Unknown,Excellent,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,Limited,Medium,Large,10.633333,-71.6
12120,Venezuela -- 11950,Puerto Cabello, ,0,9.4,11,12.5,279,40.3,10.6,Medium,Coastal (Natural),Unknown,Excellent,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Yes,Yes,Limited,Medium,Small,10.483333,-68
12220,Venezuela -- 11950,Cumana (Puerto Sucre),Puerto Sucre,3,23.2,23.2,9.4,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Unknown,Small,10.466667,-64.183333
28240,Finland -- 27380,Hamina,Fredrikshamn,0,7.9,7.9,6.4,216.7,43,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,60.566667,27.2
28190,Finland -- 27380,Helsinki,Helsingfors,1,7.9,11,3.4,315.7,37.6,0,Large,Coastal (Breakwater),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Major,Medium,Medium,60.166667,24.966667
28187,Finland -- 27380,Inkoo, ,0,12.5,20.1,6.4,229.7,32.2,0,Very Small,River (Basins),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Small,60.016667,23.916667
